contrast,reaction,name,mean_diff,cohens_d,p,p_adj
ileum_vs_colon,r_3120,"PI 3-P phosphatase (1-16:0, 2-16:1), cytoplasm",0.0,0.0168,0.9277291062200793,0.9361302753579066
ileum_vs_colon,r_3121,"PI 3-P phosphatase (1-16:1, 2-16:1), cytoplasm",-0.0,-0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3122,"PI 3-P phosphatase (1-18:0, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3123,"PI 3-P phosphatase (1-18:1, 2-16:1), cytoplasm",-0.0,-0.1857,0.3215369352642668,0.36383675149614836
ileum_vs_colon,r_3124,"PI 3-P phosphatase (1-16:0, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3125,"PI 3-P phosphatase (1-16:1, 2-18:1), cytoplasm",-0.0,-0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3126,"PI 3-P phosphatase (1-18:0, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3127,"PI 3-P phosphatase (1-18:1, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3128,"PI 3-P phosphatase (1-16:0, 2-16:1), ER membrane",0.0,0.1826,0.321394279769445,0.36383675149614836
ileum_vs_colon,r_3129,"PI 3-P phosphatase (1-16:1, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3130,"PI 3-P phosphatase (1-18:0, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3131,"PI 3-P phosphatase (1-18:1, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3132,"PI 3-P phosphatase (1-16:0, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3133,"PI 3-P phosphatase (1-16:1, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3134,"PI 3-P phosphatase (1-18:0, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3135,"PI 3-P phosphatase (1-18:1, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3136,"PI 3-P phosphatase (1-16:0, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3137,"PI 3-P phosphatase (1-16:1, 2-16:1), Golgi membrane",0.0,0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3138,"PI 3-P phosphatase (1-18:0, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3139,"PI 3-P phosphatase (1-18:1, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3140,"PI 3-P phosphatase (1-16:0, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3141,"PI 3-P phosphatase (1-16:1, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3142,"PI 3-P phosphatase (1-18:0, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3143,"PI 3-P phosphatase (1-18:1, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3144,"PI 4-P phosphatase (1-16:0, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3145,"PI 4-P phosphatase (1-16:1, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3146,"PI 4-P phosphatase (1-18:0, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3147,"PI 4-P phosphatase (1-18:1, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3148,"PI 4-P phosphatase (1-16:0, 2-18:1), cell envelope",-0.0,-0.1857,0.3215369352642672,0.36383675149614836
ileum_vs_colon,r_3149,"PI 4-P phosphatase (1-16:1, 2-18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3150,"PI 4-P phosphatase (1-18:0, 2-18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3151,"PI 4-P phosphatase (1-18:1, 2-18:1), cell envelope",-0.0,-0.2257,0.22917555245675067,0.36383675149614836
ileum_vs_colon,r_3152,"PI 4-P phosphatase (1-16:0, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3153,"PI 4-P phosphatase (1-16:1, 2-16:1), cytoplasm",-0.0,-0.1857,0.32153693526426697,0.36383675149614836
ileum_vs_colon,r_3154,"PI 4-P phosphatase (1-18:0, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3155,"PI 4-P phosphatase (1-18:1, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3156,"PI 4-P phosphatase (1-16:0, 2-18:1), cytoplasm",-0.0,-0.1857,0.3215369352642672,0.36383675149614836
ileum_vs_colon,r_3157,"PI 4-P phosphatase (1-16:1, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3158,"PI 4-P phosphatase (1-18:0, 2-18:1), cytoplasm",-0.0,-0.1857,0.3215369352642672,0.36383675149614836
ileum_vs_colon,r_3159,"PI 4-P phosphatase (1-18:1, 2-18:1), cytoplasm",0.0,0.2257,0.22917555245675056,0.36383675149614836
ileum_vs_colon,r_3160,"PI 4-P phosphatase (1-16:0, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3161,"PI 4-P phosphatase (1-16:1, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3162,"PI 4-P phosphatase (1-18:0, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3163,"PI 4-P phosphatase (1-18:1, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3164,"PI 4-P phosphatase (1-16:0, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3165,"PI 4-P phosphatase (1-16:1, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3166,"PI 4-P phosphatase (1-18:0, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3167,"PI 4-P phosphatase (1-18:1, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3168,"PI 4-P phosphatase (1-16:0, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3169,"PI 4-P phosphatase (1-16:1, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3170,"PI 4-P phosphatase (1-18:0, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3171,"PI 4-P phosphatase (1-18:1, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3172,"PI 4-P phosphatase (1-16:0, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3173,"PI 4-P phosphatase (1-16:1, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3174,"PI 4-P phosphatase (1-18:0, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3175,"PI 4-P phosphatase (1-18:1, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3176,"PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope",-0.0,-0.1857,0.3215369352642672,0.36383675149614836
ileum_vs_colon,r_3177,"PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3178,"PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3179,"PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3180,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3181,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope",0.0,0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3182,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope",-0.0,-0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3183,"PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3184,"PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm",0.0,0.0168,0.9277291062200792,0.9361302753579066
ileum_vs_colon,r_3185,"PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm",-0.0,-0.1857,0.3215369352642671,0.36383675149614836
ileum_vs_colon,r_3186,"PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3187,"PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm",-0.0,-0.1857,0.3215369352642672,0.36383675149614836
ileum_vs_colon,r_3188,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3189,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm",-0.0,-0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3190,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm",0.0,0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3191,"PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3192,"PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3193,"PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3194,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3195,"PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3196,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope",-0.0,-0.1739,0.3529187666505928,0.38880881071675477
ileum_vs_colon,r_3197,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3198,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3199,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope",-0.0,-0.2257,0.22917555245675056,0.36383675149614836
ileum_vs_colon,r_3200,"PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3201,"PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3202,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3203,"PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3204,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm",0.0,0.1739,0.3529187666505928,0.38880881071675477
ileum_vs_colon,r_3205,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3206,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3207,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm",0.0,0.2257,0.22917555245675056,0.36383675149614836
ileum_vs_colon,r_3208,"PI 4,5-P2 phosphatase (1-16:0, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3209,"PI 4,5-P2 phosphatase (1-16:1, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3210,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3211,"PI 4,5-P2 phosphatase (1-18:1, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3212,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3213,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3214,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3215,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3216,"PI 3,5-P2 phosphatase (1-16:0, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3217,"PI 3,5-P2 phosphatase (1-16:1, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3218,"PI 3,5-P2 phosphatase (1-18:0, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3219,"PI 3,5-P2 phosphatase (1-18:1, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3220,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3221,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3222,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3223,"PI 3,5-P2 phosphatase (1-18:1, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3224,"DGPP phosphatase (1-16:0, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3225,"DGPP phosphatase (1-16:1, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3226,"DGPP phosphatase (1-18:0, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3227,"DGPP phosphatase (1-18:1, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3228,"DGPP phosphatase (1-16:0, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3229,"DGPP phosphatase (1-16:1, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3230,"DGPP phosphatase (1-18:0, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3231,"DGPP phosphatase (1-18:1, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3232,"DGPP phosphatase (1-16:0, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3233,"DGPP phosphatase (1-16:1, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3234,"DGPP phosphatase (1-18:0, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3235,"DGPP phosphatase (1-18:1, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3236,"DGPP phosphatase (1-16:0, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3237,"DGPP phosphatase (1-16:1, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3238,"DGPP phosphatase (1-18:0, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3239,"DGPP phosphatase (1-18:1, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3240,"lysoPA phosphatase (16:0), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3241,"lysoPA phosphatase (16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3242,"lysoPA phosphatase (18:0), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3243,"lysoPA phosphatase (18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3244,"lysoPA phosphatase (16:0), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3245,"lysoPA phosphatase (16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3246,"lysoPA phosphatase (18:0), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3247,"lysoPA phosphatase (18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3248,"lysoPA phosphatase (16:0), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3249,"lysoPA phosphatase (16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3250,"lysoPA phosphatase (18:0), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3251,"lysoPA phosphatase (18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3252,"ergosteryl ester hydrolase (16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3253,"ergosteryl ester hydrolase (18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3254,"episteryl ester hydrolase (16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3255,"episteryl ester hydrolase (18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3256,"fecosteryl ester hydrolase (16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3257,"fecosteryl ester hydrolase (18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3258,"lanosteryl ester hydrolase (16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3259,"lanosteryl ester hydrolase (18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3260,"zymosteryl ester hydrolase (16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3261,"zymosteryl ester hydrolase (18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3262,"zymosteryl ester hydrolase (16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3263,"zymosteryl ester hydrolase (18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3264,"TAG lipase (1-16:0, 2-16:1, 3-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3265,"TAG lipase (1-16:0, 2-16:1, 3-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3266,"TAG lipase (1-16:0, 2-16:1, 3-18:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3267,"TAG lipase (1-16:0, 2-16:1, 3-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3268,"TAG lipase (1-16:1, 2-16:1, 3-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3269,"TAG lipase (1-16:1, 2-16:1, 3-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3270,"TAG lipase (1-16:1, 2-16:1, 3-18:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3271,"TAG lipase (1-16:1, 2-16:1, 3-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3272,"TAG lipase (1-18:0, 2-16:1, 3-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3273,"TAG lipase (1-18:0, 2-16:1, 3-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3274,"TAG lipase (1-18:0, 2-16:1, 3-18:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3275,"TAG lipase (1-18:0, 2-16:1, 3-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3276,"TAG lipase (1-18:1, 2-16:1, 3-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3277,"TAG lipase (1-18:1, 2-16:1, 3-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3278,"TAG lipase (1-18:1, 2-16:1, 3-18:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3279,"TAG lipase (1-18:1, 2-16:1, 3-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3280,"TAG lipase (1-16:0, 2-18:1, 3-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3281,"TAG lipase (1-16:0, 2-18:1, 3-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3282,"TAG lipase (1-16:0, 2-18:1, 3-18:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3283,"TAG lipase (1-16:0, 2-18:1, 3-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3284,"TAG lipase (1-16:1, 2-18:1, 3-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3285,"TAG lipase (1-16:1, 2-18:1, 3-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3286,"TAG lipase (1-16:1, 2-18:1, 3-18:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3287,"TAG lipase (1-16:1, 2-18:1, 3-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3288,"TAG lipase (1-18:0, 2-18:1, 3-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3289,"TAG lipase (1-18:0, 2-18:1, 3-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3290,"TAG lipase (1-18:0, 2-18:1, 3-18:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3291,"TAG lipase (1-18:0, 2-18:1, 3-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3292,"TAG lipase (1-18:1, 2-18:1, 3-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3293,"TAG lipase (1-18:1, 2-18:1, 3-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3294,"TAG lipase (1-18:1, 2-18:1, 3-18:0), lipid particle",-0.0,-0.1857,0.3215369352642675,0.36383675149614836
ileum_vs_colon,r_3295,"TAG lipase (1-18:1, 2-18:1, 3-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3296,"DAG lipase (1-16:0, 2-16:1), lipid particle",-0.0,-0.1857,0.3215369352642672,0.36383675149614836
ileum_vs_colon,r_3297,"DAG lipase (1-16:1, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3298,"DAG lipase (1-18:0, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3299,"DAG lipase (1-18:1, 2-16:1), lipid particle",0.0,0.1857,0.32153693526426763,0.36383675149614836
ileum_vs_colon,r_3300,"DAG lipase (1-16:0, 2-18:1), lipid particle",0.0,0.1857,0.3215369352642671,0.36383675149614836
ileum_vs_colon,r_3301,"DAG lipase (1-16:1, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3302,"DAG lipase (1-18:0, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3303,"DAG lipase (1-18:1, 2-18:1), lipid particle",-0.0,-0.1857,0.32153693526426763,0.36383675149614836
ileum_vs_colon,r_3304,"DAG lipase (1-16:0, 2-18:1), mitochondrion",0.0,0.0,,
ileum_vs_colon,r_3305,"DAG lipase (1-16:1, 2-18:1), mitochondrion",0.0,0.0,,
ileum_vs_colon,r_3306,"DAG lipase (1-18:0, 2-18:1), mitochondrion",0.0,0.0,,
ileum_vs_colon,r_3307,"DAG lipase (1-18:1, 2-18:1), mitochondrion",0.0,0.0,,
ileum_vs_colon,r_3308,"MAG lipase (1-16:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3309,"MAG lipase (1-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3310,"MAG lipase (1-18:0), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3311,"MAG lipase (1-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3312,"lysoPE (1-16:0) oleoyl-CoA acyltransferase, lipid particle",-0.0,-0.1863,0.32001893150301236,0.36383675149614836
ileum_vs_colon,r_3313,"lysoPE (1-16:1) oleoyl-CoA acyltransferase, lipid particle",0.0,0.0,,
ileum_vs_colon,r_3314,"lysoPE (1-18:0) oleoyl-CoA acyltransferase, lipid particle",0.0,0.0,,
ileum_vs_colon,r_3315,"lysoPE (1-18:1) oleoyl-CoA acyltransferase, lipid particle",0.0,0.1857,0.32153693526426735,0.36383675149614836
ileum_vs_colon,r_3316,"PC phospholipase A2 (1-16:0, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3317,"PC phospholipase A2 (1-16:1, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3318,"PC phospholipase A2 (1-18:0, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3319,"PC phospholipase A2 (1-18:1, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3320,"PC phospholipase A2 (1-16:0, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3321,"PC phospholipase A2 (1-16:1, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3322,"PC phospholipase A2 (1-18:0, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3323,"PC phospholipase A2 (1-18:1, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3324,"PE phospholipase A2 (1-16:0, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3325,"PE phospholipase A2 (1-16:1, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3326,"PE phospholipase A2 (1-18:0, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3327,"PE phospholipase A2 (1-18:1, 2-16:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3328,"PE phospholipase A2 (1-16:0, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3329,"PE phospholipase A2 (1-16:1, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3330,"PE phospholipase A2 (1-18:0, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3331,"PE phospholipase A2 (1-18:1, 2-18:1), lipid particle",0.0,0.0,,
ileum_vs_colon,r_3332,"PA kinase (1-16:0, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3333,"PA kinase (1-16:1, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3334,"PA kinase (1-18:0, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3335,"PA kinase (1-18:1, 2-16:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3336,"PA kinase (1-16:0, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3337,"PA kinase (1-16:1, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3338,"PA kinase (1-18:0, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3339,"PA kinase (1-18:1, 2-18:1), Golgi membrane",0.0,0.0,,
ileum_vs_colon,r_3340,"PA kinase (1-16:0, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3341,"PA kinase (1-16:1, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3342,"PA kinase (1-18:0, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3343,"PA kinase (1-18:1, 2-16:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3344,"PA kinase (1-16:0, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3345,"PA kinase (1-16:1, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3346,"PA kinase (1-18:0, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3347,"PA kinase (1-18:1, 2-18:1), vacuolar membrane",0.0,0.0,,
ileum_vs_colon,r_3348,"inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-A (C24))",0.0,0.0,,
ileum_vs_colon,r_3349,"inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-A (C24))",0.0,0.0,,
ileum_vs_colon,r_3350,"inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-A (C24))",-0.0,-0.1857,0.3215369352642668,0.36383675149614836
ileum_vs_colon,r_3351,"inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-A (C24))",0.0,0.0,,
ileum_vs_colon,r_3352,"inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-A (C24))",0.0,0.1857,0.32153693526426735,0.36383675149614836
